Employee_No,Employee_Code,Name,Title,Gender,Religion_ID,Marital_Status,Designation_ID,Date_Joined,Date_Resigned,Status,Inactive_Date,Reporting_emp_1,Reporting_emp_2,Employment_Category,Employment_Type,Religion,Designation,Year_of_Birth,onTimeIN,onTimeOUT,Net Salary,Type_Full Day,Type_Half Day,apply_type_Anual,apply_type_Casual
2265,188013,Dr Freddie Brakus,Mr.,Male,4,Married,31,2021-10-25,2022-04-06 00:00:00,Inactive,2022-04-06 00:00:00,\N,\N,Labour,Contarct Basis,Catholic,Unskilled Labor,1964,57.0,57.0,48552.5,,,,
2267,205001,Prof Wilfrid Renner,Mr.,Male,1,Married,31,2021-10-16,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1951,408.0,407.0,108048.17333333334,,,,
2268,205002,Loyce Botsford DDS,Mr.,Male,1,Single,31,2021-10-27,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1996,111.0,344.0,96760.97333333334,,,,
2275,205003,Enrique Mayer,Mr.,Male,1,Married,134,2021-10-02,2022-01-13 00:00:00,Inactive,2022-01-13 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Caretaker,1953,112.0,67.0,70325.0,,,,
2276,1795130,Duncan Schumm,Mr.,Male,1,Married,30,2021-11-01,2022-05-09 00:00:00,Inactive,2022-05-09 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1959,160.0,160.0,91978.57142857143,,,,
2277,51022,Prof Germaine Bergnaum DVM,Ms.,Female,1,Single,70,2021-11-01,2022-03-31 00:00:00,Inactive,2022-03-31 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Data Entry Operator,2001,108.0,109.0,18333.325,,,,
2278,51023,Angus Hoeger Jr,Mr.,Male,1,Married,181,2021-11-01,2022-03-12 00:00:00,Inactive,2022-03-12 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Trainee Engineer,1996,25.0,100.0,43875.0,,,,
2279,195038,Velma Kiehn,Mr.,Male,3,Married,31,2021-10-26,\N,Active,\N,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1982,80.0,83.0,72195.0,,,,
2291,51024,Prof Mia Ebert,Mr.,Male,1,Married,31,2021-11-05,2022-01-27 00:00:00,Inactive,2022-01-27 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970,51.0,46.0,4250.0,,,,
2296,1795134,Ryley Dare,Mr.,Male,1,Married,31,2021-11-09,2022-03-29 00:00:00,Inactive,2022-03-29 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1990,84.0,81.0,51180.0,,,,
2297,1795135,Morton Schaden,Mr.,Male,1,Married,31,2021-11-08,2022-04-02 00:00:00,Inactive,2022-04-02 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1969,121.0,121.0,62745.833333333336,,,,
2299,1795137,Maida Gulgowski,Mr.,Male,1,Married,31,2021-11-09,2022-03-31 00:00:00,Inactive,2022-03-31 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1960,93.0,93.0,58135.0,,,,
2300,196155,Dr Nathaniel McDermott,Mr.,Male,1,Married,31,2021-11-04,2022-04-08 00:00:00,Inactive,2022-04-08 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1952,100.0,100.0,46757.5,,,,
2301,196156,Annamae Haley,Mr.,Male,1,Married,31,2021-11-04,2021-12-31 00:00:00,Inactive,2021-12-31 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1981,13.0,12.0,16650.0,,,,
2302,196157,Delfina Schmitt III,Mr.,Male,1,Married,31,2021-11-04,2022-04-09 00:00:00,Inactive,2022-04-09 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1991,123.0,119.0,56059.16666666666,,,,
2310,179044,Mr Freddy Kuhic PhD,Mr.,Male,1,Single,139,2021-11-10,2022-04-20 00:00:00,Inactive,2022-04-20 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Surveyor Helper,1997,86.0,70.0,30166.666666666668,,,,
2314,5366,Keely Gislason,Mr.,Male,1,Married,24,2021-11-11,2021-11-18 00:00:00,Inactive,2021-11-18 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1992,4.0,6.0,0.0,,,,
2320,198136,Kyler Fay,Mr.,Male,1,Married,1,2021-11-16,2022-02-09 00:00:00,Inactive,2022-02-09 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1990,11.0,12.0,11250.0,,,,
2321,198137,Westley Hermann,Mr.,Male,1,Married,31,2021-11-16,2022-04-08 00:00:00,Inactive,2022-04-08 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1992,100.0,113.0,50430.0,,,,
2322,189070,Robin O'Connell,Mr.,Male,1,Married,53,2021-11-15,2022-02-20 00:00:00,Inactive,2022-02-20 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Pipe Fitter,2000,79.0,76.0,83459.435,,,,
2324,1795139,Alycia Smitham,Mr.,Male,1,Married,31,2021-11-20,2022-02-01 00:00:00,Inactive,2022-02-01 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1996,41.0,39.0,30987.5,,,,
2325,5367,Humberto Hodkiewicz,Ms.,Female,1,Single,48,2021-11-15,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Draughtsman,1993,220.0,249.0,83894.42714285714,,,,
2327,1795140,Theresa Bernier,Mr.,Male,1,Married,31,2021-11-23,2022-03-31 00:00:00,Inactive,2022-03-31 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1973,79.0,80.0,50185.0,,,,
2328,193194,Wallace Beier IV,Mr.,Male,1,Single,31,2021-11-22,2021-12-31 00:00:00,Inactive,2021-12-31 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1994,4.0,6.0,10500.0,,,,
2329,5368,Rosella Walker,Mr.,Male,1,Single,83,2021-11-22,2022-12-21 00:00:00,Inactive,2022-12-21 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Mechanical Engineer,1995,133.0,309.0,192138.93357142856,,,,
2330,50045,Domingo Raynor,Mr.,Male,1,Married,58,2021-11-15,2022-06-03 00:00:00,Inactive,2022-06-03 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Sociologist,1962,73.0,20.0,101850.0,,,,
2331,1795141,Miss Bernice Jerde,Mr.,Male,1,Married,31,2021-11-24,2022-03-30 00:00:00,Inactive,2022-03-30 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1987,83.0,84.0,52060.0,,,,
2332,203007,Dr Phyllis Hoppe DDS,Ms.,Female,1,Married,31,2021-11-10,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972,314.0,290.0,63998.17142857143,,,,
2333,1795142,Alize Bartoletti,Mr.,Male,1,Married,31,2021-11-26,2021-12-31 00:00:00,Inactive,2021-12-31 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1982,14.0,15.0,46475.0,,,,
2334,1795143,Arthur Keebler,Mr.,Male,1,Married,31,2021-11-26,2022-04-01 00:00:00,Inactive,2022-04-01 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1973,96.0,97.0,51016.66666666666,,,,
2337,1795146,Reuben Ebert,Mr.,Male,1,Married,31,2021-11-29,2022-02-15 00:00:00,Inactive,2022-02-15 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1998,55.0,56.0,43887.5,,,,
2339,5369,Prof Archibald Quitzon V,Mr.,Male,1,Single,8,2021-11-29,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1993,211.0,235.0,226957.56461538465,,,,
2341,198138,Leonie Effertz MD,Mr.,Male,1,Married,31,2021-11-29,2022-04-30 00:00:00,Inactive,2022-04-30 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970,69.0,100.0,52641.0,,,,
2342,1795147,Omari Hintz,Mr.,Male,1,Married,124,2021-12-01,2022-04-02 00:00:00,Inactive,2022-04-02 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Mason,1976,92.0,93.0,83380.0,,,,
2343,1795148,Deja Smith,Mr.,Male,1,Married,31,2021-12-02,2022-03-26 00:00:00,Inactive,2022-03-26 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1995,65.0,65.0,50356.25,,,,
2346,5370,Prof Warren Bartell,Ms.,Female,1,Single,17,2021-12-01,2022-04-09 00:00:00,Inactive,2022-04-09 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Account Executive,1993,65.0,83.0,136823.0,10.0,3.0,10.0,3.0
2348,198140,Lucius Pfannerstill DDS,Mr.,Male,1,Married,30,2021-12-03,2022-02-28 00:00:00,Inactive,2022-02-28 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1996,15.0,66.0,67428.33333333333,,,,
2350,196158,Brandi Daniel Sr,Mr.,Male,1,Single,31,2021-12-06,2021-12-31 00:00:00,Inactive,2021-12-31 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1998,2.0,1.0,2780.0,,,,
2360,198142,Cheyanne Mueller,Mr.,Male,1,Married,30,2021-12-09,2022-02-27 00:00:00,Inactive,2022-02-27 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1985,69.0,68.0,69695.0,,,,
2361,198143,Jaunita O'Connell,Mr.,Male,1,Single,30,2021-12-09,2022-02-27 00:00:00,Inactive,2022-02-27 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,2001,64.0,65.0,66915.0,,,,
2364,198146,Adella Walsh,Mr.,Male,1,Single,30,2021-12-10,2022-02-26 00:00:00,Inactive,2022-02-26 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,2001,12.0,63.0,65388.333333333336,,,,
2368,51027,Lenore Price I,Mr.,Male,1,Married,182,2021-12-11,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Labour,1991,52.0,101.0,8973.199999999999,,,,
2369,201010,Ernest Dietrich DVM,Ms.,Female,3,Single,184,2021-12-11,2022-03-17 00:00:00,Inactive,2022-03-17 00:00:00,\N,\N,Labour,Contarct Basis,Hindu,Lab Helper,1987,76.0,82.0,69735.0,,,,
2370,201011,Jade Kuphal,Mr.,Male,1,Single,169,2021-12-12,2022-11-16 00:00:00,Inactive,2022-11-16 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Bobcat Operator,1989,194.0,292.0,110986.39,,,,
2372,1795151,Dr Sally Ritchie I,Mr.,Male,1,Single,31,2021-12-14,2022-03-31 00:00:00,Inactive,2022-03-31 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970,74.0,76.0,59775.0,,,,
2376,5372,Hillary Cronin,Mr.,Male,1,Married,22,2021-12-15,\N,Active,\N,673,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1970,227.0,250.0,134698.54,,,,
2379,5374,Leone Blick Sr,Mr.,Male,1,Married,22,2021-12-16,2022-02-12 00:00:00,Inactive,2022-02-12 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Technical Officer,1989,42.0,44.0,109575.0,,,,
2380,193197,Dr Orpha Padberg,Mr.,Male,1,Single,31,2021-12-17,2022-05-17 00:00:00,Inactive,2022-05-17 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2006,98.0,95.0,48233.333333333336,,,,
2381,193196,Ike Williamson,Mr.,Male,1,Married,31,2021-12-13,2022-04-11 00:00:00,Inactive,2022-04-11 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1971,53.0,52.0,26395.0,,,,
2382,196160,Lesley Emmerich,Mr.,Male,1,Married,43,2021-12-15,2022-05-31 00:00:00,Inactive,2022-05-31 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Operator - JCB,2000,89.0,88.0,72620.35666666667,,,,
2383,197110,Mazie Douglas,Mr.,Male,1,Married,31,2021-12-13,2022-03-14 00:00:00,Inactive,2022-03-14 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1982,52.0,49.0,37365.0,,,,
2384,5375,Kyler Bins,Mr.,Male,1,Married,7,2021-12-20,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,1964,149.0,252.0,131658.7330769231,11.0,3.0,7.0,7.0
2386,199084,Richie Nitzsche I,Mr.,Male,1,Married,1,2021-12-15,2022-04-05 00:00:00,Inactive,2022-04-05 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,1993,88.0,88.0,83418.324,,,,
2387,199086,Mrs Jennifer Monahan PhD,Mr.,Male,1,Single,30,2021-12-18,2022-11-30 00:00:00,Inactive,2022-11-30 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1991,331.0,331.0,107401.6,,,,
2388,199085,Gudrun Cruickshank,Mr.,Male,3,Single,30,2021-12-17,2021-12-31 00:00:00,Inactive,2021-12-31 00:00:00,\N,\N,Labour,Contarct Basis,Hindu,Semi Skilled Labor,2000,7.0,14.0,26360.0,,,,
2389,51029,Mr Ewell Mueller Sr,Mr.,Male,1,Single,181,2021-12-20,2022-03-12 00:00:00,Inactive,2022-03-12 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Trainee Engineer,1999,2.0,56.0,14125.0,,,,
2393,5377,Lorenza Deckow,Mr.,Male,1,Single,27,2021-12-23,\N,Active,\N,1964,\N,Staff,Contarct Basis,Buddhist,Supervisor,1998,145.0,277.0,91676.75692307691,,,,
2394,193198,Rosie Kutch,Mr.,Male,1,Married,55,2021-12-20,2022-02-24 00:00:00,Inactive,2022-02-24 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,1966,46.0,45.0,75650.0,,,,
2396,197112,Leta Pfannerstill,Mr.,Male,1,Single,31,2021-12-23,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1989,284.0,281.0,66256.26153846153,,,,
2397,197111,Mr Maximus Lakin DDS,Mr.,Male,1,Single,31,2021-12-20,2022-03-02 00:00:00,Inactive,2022-03-02 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970,41.0,41.0,31248.75,,,,
2398,197113,Prof Franz Dicki,Mr.,Male,1,Single,55,2021-12-01,2022-03-02 00:00:00,Inactive,2022-03-02 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,1996,46.0,46.0,60473.17,,,,
2399,198147,Prof Richmond Dooley III,Mr.,Male,5,Single,31,2021-12-27,\N,Active,\N,\N,\N,Labour,Contarct Basis,Muslim,Unskilled Labor,1996,7.0,10.0,14280.0,,,,
2401,1975009,Ms Melba Walter,Mr.,Male,1,Married,31,2021-12-27,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970,4.0,3.0,,,,,
2404,1795153,Sim Abbott III,Mr.,Male,1,Married,124,2022-01-03,2022-03-30 00:00:00,Inactive,2022-03-30 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Mason,1965,51.0,51.0,76975.0,,,,
2406,5379,Lavon Littel,Mr.,Male,1,Married,186,2021-12-07,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Surveyor,1979,161.0,311.0,310087.5646153846,,,,
2408,1795154,Vaughn Mills,Mr.,Male,1,Married,31,2022-01-04,2022-03-30 00:00:00,Inactive,2022-03-30 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1969,66.0,66.0,68008.33333333333,,,,
2410,199087,Mr Madyson Hammes III,Mr.,Male,1,Married,95,2021-12-20,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Welder,1974,321.0,321.0,122930.3523076923,,,,
2411,193199,Mr Hiram Homenick III,Mr.,Male,1,Single,55,2022-01-03,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,1996,6.0,6.0,24000.0,,,,
2427,5382,Dr Daryl Schaefer,Mr.,Male,1,Single,33,2022-01-03,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1993,170.0,176.0,194680.555,,,,
2428,5383,Dr Mariana Stiedemann DVM,Mr.,Male,1,Married,187,2022-01-01,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Material Engineer,1983,188.0,270.0,296263.61083333334,,,,
2430,5385,Tillman Fadel,Mr.,Male,1,Single,22,2022-01-01,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1996,93.0,259.0,135523.33333333334,,,,
2431,1935028,Tracy Sporer,Mr.,Male,1,Single,31,2022-01-06,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1995,283.0,287.0,78000.0,,,,
2432,202002,Ms Karianne Tromp,Mr.,Male,1,Married,122,2022-01-01,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Security,1970,329.0,347.0,68375.0,,,,
2433,179046,Kennedi Sipes,Ms.,Female,1,Single,125,2022-01-06,2022-05-03 00:00:00,Inactive,2022-05-03 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Data Colector,1998,54.0,58.0,28200.0,,,,
2435,196162,Mr Rollin Koelpin III,Mr.,Male,1,Married,31,2022-01-06,2022-06-17 00:00:00,Inactive,2022-06-17 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976,101.0,99.0,45340.0,,,,
2437,197114,Cydney Larson,Mr.,Male,1,Married,55,2022-01-06,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,1961,3.0,3.0,12388.14,,,,
2441,189072,Ophelia Konopelski III,Mr.,Male,1,Married,31,2022-01-10,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1991,8.0,7.0,24360.0,,,,
2446,51031,Prof Meda Gottlieb Jr,Mr.,Male,1,Single,70,2022-01-11,2022-07-26 00:00:00,Inactive,2022-07-26 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Data Entry Operator,1999,53.0,120.0,17888.875,2.0,0.0,0.0,2.0
2447,1795156,Mr Julio Ledner II,Mr.,Male,1,Married,31,2022-01-13,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1988,1.0,0.0,,,,,
2451,1935030,Dr Ben Skiles,Mr.,Male,1,Single,31,2022-01-11,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001,86.0,120.0,74440.0,,,,
2452,189074,Breanne Leuschke,Mr.,Male,1,Single,31,2022-01-13,2022-02-20 00:00:00,Inactive,2022-02-20 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001,39.0,38.0,68485.0,,,,
2453,206002,Cathrine Rogahn,Mr.,Male,1,Single,139,2022-01-03,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Surveyor Helper,1999,280.0,290.0,90735.75,,,,
2454,206003,Lisandro Heidenreich IV,Mr.,Male,1,Married,189,2022-01-01,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Lab Assistant,1990,279.0,310.0,88969.08333333333,,,,
2455,206004,Prof Jovan Romaguera,Mr.,Male,1,Single,189,2022-01-01,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Lab Assistant,1989,313.0,323.0,96791.41666666669,,,,
2457,51032,Florence Reichert,Mr.,Male,1,Single,56,2022-01-18,2022-02-12 00:00:00,Inactive,2022-02-12 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Helper,2002,22.0,24.0,8250.0,,,,
2459,1795157,Tara Blick V,Mr.,Male,1,Married,31,2022-01-21,2022-04-10 00:00:00,Inactive,2022-04-10 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1971,53.0,53.0,41312.5,,,,
2460,193200,Maeve Mertz,Mr.,Male,1,Married,31,2022-01-05,2022-02-09 00:00:00,Inactive,2022-02-09 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1963,19.0,19.0,28500.0,,,,
2461,5387,Prof Shane Heller Jr,Mr.,Male,1,Married,22,2022-01-01,\N,Active,\N,1964,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1986,115.0,209.0,142290.38153846154,,,,
2462,1795158,Mrs Meggie Ankunding,Mr.,Male,1,Single,80,2022-01-24,2022-03-30 00:00:00,Inactive,2022-03-30 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Driver - cab,1996,50.0,50.0,52916.66666666666,,,,
2466,196165,Prof Kurtis Larkin MD,Mr.,Male,1,Married,31,2022-01-21,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1962,104.0,102.0,26549.738461538454,,,,
2467,1935032,Graciela Miller III,Mr.,Male,1,Single,31,2022-01-11,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001,56.0,56.0,,,,,
2468,199088,Charity Feil,Mr.,Male,1,Single,31,2022-01-25,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1994,322.0,323.0,118779.55,,,,
2469,1795159,Miss Ernestine Olson III,Mr.,Male,1,Married,31,2022-01-25,2022-04-09 00:00:00,Inactive,2022-04-09 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1973,45.0,44.0,34412.5,,,,
2470,193203,Osborne Emmerich,Mr.,Male,1,Married,31,2022-01-25,2022-02-26 00:00:00,Inactive,2022-02-26 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1981,13.0,13.0,17250.0,,,,
2473,196166,Howard Kihn,Mr.,Male,1,Married,31,2022-01-24,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1958,165.0,166.0,41073.58461538461,,,,
2474,196167,Destinee Kirlin,Mr.,Male,1,Married,31,2022-01-25,2022-04-08 00:00:00,Inactive,2022-04-08 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1975,31.0,33.0,25090.0,,,,
2476,203009,Maci Casper,Mr.,Male,1,Married,31,2022-01-10,2022-03-02 00:00:00,Inactive,2022-03-02 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1990,33.0,36.0,38476.66666666666,,,,
2477,195039,Francis Weimann,Mr.,Male,1,Married,31,2022-01-27,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1985,265.0,295.0,55635.16666666666,,,,
2478,205004,Lilly Prohaska PhD,Mr.,Male,1,Married,122,2022-01-14,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Security,1955,335.0,174.0,101225.0,,,,
2480,198149,Amalia Morissette,Mr.,Male,1,Married,31,2022-01-31,2022-04-17 00:00:00,Inactive,2022-04-17 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1994,38.0,65.0,48357.5,,,,
2481,198148,Rubye Olson,Mr.,Male,1,Married,26,2022-01-29,2022-04-08 00:00:00,Inactive,2022-04-08 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Mechanic,1990,17.0,23.0,24852.24,,,,
2482,196168,Verdie McKenzie,Mr.,Male,1,Single,55,2022-01-25,2022-04-09 00:00:00,Inactive,2022-04-09 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,1999,63.0,63.0,47367.5,,,,
2483,196169,Dr Dean Runolfsson,Mr.,Male,1,Married,31,2022-01-29,2022-04-02 00:00:00,Inactive,2022-04-02 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970,51.0,50.0,39032.5,,,,
2484,196170,Abagail Trantow,Ms.,Female,1,Married,195,2022-01-01,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Data Coordinator,1998,190.0,206.0,50051.230769230766,,,,
2485,196171,Prince Goodwin,Ms.,Female,1,Single,195,2022-01-04,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Data Coordinator,1996,211.0,219.0,53794.907692307694,,,,
2486,203010,Miss Clementina Kilback,Mr.,Male,1,Single,31,2022-01-19,2022-04-28 00:00:00,Inactive,2022-04-28 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001,60.0,69.0,54362.5,,,,
2487,1795160,Junior Stamm,Mr.,Male,1,Married,31,2022-02-01,2022-04-02 00:00:00,Inactive,2022-04-02 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1964,47.0,48.0,49583.333333333336,,,,
2488,193205,Eldridge Conroy,Mr.,Male,1,Single,31,2022-02-01,2022-02-03 00:00:00,Inactive,2022-02-03 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970,3.0,3.0,7000.0,,,,
2489,197117,Prof Sarai Rodriguez,Mr.,Male,1,Married,31,2022-01-03,2022-05-11 00:00:00,Inactive,2022-05-11 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1991,84.0,81.0,51628.0,,,,
2490,199089,Dixie Bechtelar,Mr.,Male,3,Single,124,2022-02-01,2022-02-10 00:00:00,Inactive,2022-02-10 00:00:00,\N,\N,Labour,Contarct Basis,Hindu,Mason,2001,10.0,10.0,36800.0,,,,
2491,195040,Herbert Legros,Mr.,Male,3,Single,31,2022-02-02,\N,Active,\N,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1994,225.0,250.0,72512.27272727272,,,,
2493,1795162,Zula Price IV,Mr.,Male,1,Single,124,2022-02-03,2022-02-03 00:00:00,Inactive,2022-02-03 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Mason,1997,1.0,1.0,4500.0,,,,
2495,188015,Oda Flatley Jr,Mr.,Male,1,Married,31,2022-02-08,2022-04-01 00:00:00,Inactive,2022-04-01 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1973,38.0,38.0,41845.0,,,,
2496,196172,Carley Kunze,Mr.,Male,1,Married,123,2022-02-01,2022-04-09 00:00:00,Inactive,2022-04-09 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Carpenter,1973,59.0,59.0,93376.32666666666,,,,
2498,196174,Norberto Dach,Mr.,Male,1,Married,31,2022-02-07,2022-02-24 00:00:00,Inactive,2022-02-24 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1981,13.0,13.0,40500.0,,,,
2499,196175,Mrs Kayla Steuber DDS,Mr.,Male,1,Married,31,2022-02-08,2022-04-08 00:00:00,Inactive,2022-04-08 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1977,49.0,48.0,51731.66666666666,,,,
2500,193206,Nellie Runolfsdottir,Mr.,Male,1,Married,31,2022-02-09,2022-04-30 00:00:00,Inactive,2022-04-30 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2002,43.0,42.0,42991.66666666666,,,,
2503,1985017,Emmalee Hoeger,Mr.,Male,1,Married,4,2022-02-09,2022-04-02 00:00:00,Inactive,2022-04-02 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Bar Bender,1973,23.0,23.0,,,,,
2504,5388,Agnes Leuschke,Mr.,Male,1,Married,190,2022-02-07,\N,Active,\N,\N,\N,Management,Contarct Basis,Buddhist,Head of QS - Post Contract,1980,176.0,187.0,0.0,3.0,0.0,3.0,0.0
